id,longitude,latitude,dist_to_prev_m,utm_x,utm_y
497,106.881768,-6.112473,0.4422510382801638,708247.958112568,9323998.161346046
498,106.881773,-6.112473,0.5528137994213962,708248.5116389741,9323998.159409571
499,106.881777,-6.112473,0.4422510398513551,708248.9544601012,9323998.157860389
500,106.881782,-6.112473,0.5528137994213962,708249.5079865116,9323998.155923905
501,106.881786,-6.112472,0.45601567331414056,708249.9511945753,9323998.264976032
502,106.881791,-6.112472,0.5528138004546392,708250.5047209895,9323998.263039539
503,106.881795,-6.112472,0.44225103910675834,708250.9475421204,9323998.26149034
504,106.8818,-6.112472,0.5528138004546392,708251.5010685361,9323998.259553837
505,106.881804,-6.112472,0.4422510406779496,708251.9438896705,9323998.258004632
506,106.881809,-6.112472,0.5528138004546392,708252.4974160906,9323998.25606812
507,106.881813,-6.112472,0.44225103910675834,708252.9402372258,9323998.254518908
